pair common_neigh jaccard pref_attach adamic sp_3 class
22-377 0 0.0 111 0 2.0 0
22-378 0 0.0 219 0 19.0 0
22-383 0 0.0 306 0 23.0 0
22-385 0 0.0 387 0 38.0 0
22-386 1 0.004629629629629629 642 0.22569202144874392 73.0 0
22-387 0 0.0 483 0 42.0 0
22-389 0 0.0 273 0 21.0 0
22-390 0 0.0 39 0 1.0 0
22-393 0 0.0 93 0 8.0 0
22-394 0 0.0 174 0 17.0 0
22-395 0 0.0 72 0 4.0 0
22-396 0 0.0 96 0 1.0 0
22-398 1 0.009174311926605505 321 0.22569202144874392 44.0 0
22-401 0 0.0 423 0 56.0 0
22-403 0 0.0 27 0 1.0 0
22-405 0 0.0 12 0 3.0 0
22-407 1 0.008771929824561403 336 0.22569202144874392 41.0 0
22-408 0 0.0 33 0 2.0 0
22-409 0 0.0 21 0 2.0 0
22-412 0 0.0 24 0 3.0 0
22-414 0 0.0 27 0 2.0 0
22-416 0 0.0 408 0 32.0 0
22-417 1 0.0040650406504065045 732 0.22569202144874392 68.0 0
22-419 0 0.0 84 0 8.0 0
22-420 0 0.0 78 0 6.0 0
22-421 0 0.0 240 0 29.0 0
22-422 0 0.0 264 0 15.0 0
22-423 0 0.0 363 0 24.0 0
22-425 1 0.014705882352941176 198 0.22569202144874392 20.0 0
22-427 0 0.0 252 0 38.0 0
22-428 0 0.0 381 0 23.0 0
22-429 0 0.0 42 0 3.0 0
22-431 1 0.01020408163265306 288 0.22569202144874392 42.0 0
22-433 0 0.0 396 0 56.0 0
22-434 0 0.0 366 0 48.0 0
22-436 0 0.0 21 0 1.0 0
22-438 0 0.0 297 0 32.0 0
22-439 0 0.0 240 0 15.0 0
22-440 0 0.0 93 0 6.0 0
22-442 1 0.010638297872340425 276 0.22569202144874392 34.0 0
22-444 0 0.0 57 0 7.0 0
22-446 0 0.0 354 0 36.0 0
22-449 0 0.0 162 0 19.0 0
22-451 0 0.0 90 0 1.0 0
22-452 0 0.0 447 0 35.0 0
22-453 1 0.00909090909090909 324 0.22569202144874392 51.0 0
22-454 0 0.0 57 0 7.0 0
22-458 0 0.0 453 0 33.0 0
22-460 0 0.0 84 0 9.0 0
22-464 0 0.0 21 0 1.0 0
22-466 0 0.0 345 0 33.0 0
22-467 0 0.0 312 0 21.0 0
22-468 0 0.0 183 0 15.0 0
22-469 0 0.0 24 0 1.0 0
22-470 0 0.0 132 0 12.0 0
22-477 0 0.0 240 0 27.0 0
22-481 1 0.1 24 0.4170323914242463 4.0 0
22-483 0 0.0 24 0 1.0 0
22-486 1 0.1111111111111111 21 0.4170323914242463 3.0 0
22-487 1 0.007142857142857143 414 0.22569202144874392 49.0 0
22-503 0 0.0 339 0 22.0 0
22-505 0 0.0 21 0 2.0 0
22-507 0 0.0 216 0 32.0 0
22-509 0 0.0 159 0 17.0 0
22-511 0 0.0 300 0 36.0 0
22-514 0 0.0 87 0 8.0 0
22-515 0 0.0 225 0 11.0 0
22-516 0 0.0 336 0 33.0 0
22-517 0 0.0 78 0 3.0 0
22-518 0 0.0 183 0 29.0 0
22-519 0 0.0 24 0 1.0 0
22-520 0 0.0 243 0 19.0 0
22-525 1 0.012195121951219513 240 0.22569202144874392 28.0 0
22-527 0 0.0 207 0 23.0 0
22-529 0 0.0 111 0 8.0 0
22-530 0 0.0 48 0 4.0 0
22-531 0 0.0 42 0 3.0 0
22-532 0 0.0 9 0 2.0 0
22-535 0 0.0 210 0 8.0 0
22-536 1 0.007518796992481203 393 0.22569202144874392 45.0 0
22-552 0 0.0 246 0 33.0 0
22-557 0 0.0 216 0 20.0 0
22-558 0 0.0 270 0 21.0 0
22-559 0 0.0 255 0 18.0 0
22-560 0 0.0 9 0 2.0 0
22-561 0 0.0 45 0 1.0 0
22-562 0 0.0 156 0 13.0 0
22-565 0 0.0 27 0 1.0 0
22-577 0 0.0 33 0 2.0 0
22-579 0 0.0 96 0 1.0 0
22-581 0 0.0 33 0 2.0 0
22-582 0 0.0 189 0 24.0 0
22-583 1 0.05 54 0.4170323914242463 4.0 0
22-584 0 0.0 75 0 3.0 0
22-585 0 0.0 51 0 1.0 0
22-586 0 0.0 75 0 3.0 0
22-589 0 0.0 12 0 1.0 0
22-590 0 0.0 51 0 2.0 0
22-592 0 0.0 57 0 6.0 0
22-594 0 0.0 60 0 2.0 0
22-596 0 0.0 60 0 1.0 0
22-597 0 0.0 33 0 1.0 0
22-599 0 0.0 45 0 5.0 0
22-600 1 0.1111111111111111 21 0.22569202144874392 2.0 0
22-601 1 0.008 369 0.22569202144874392 49.0 0
22-603 1 0.006535947712418301 453 0.22569202144874392 47.0 0
22-604 0 0.0 162 0 3.0 0
22-605 1 0.007352941176470588 402 0.22569202144874392 50.0 0
22-606 0 0.0 165 0 10.0 0
22-607 0 0.0 255 0 25.0 0
22-608 1 0.010416666666666666 282 0.22569202144874392 45.0 0
22-609 1 0.006578947368421052 450 0.22569202144874392 46.0 0
22-610 1 0.005434782608695652 546 0.22569202144874392 57.0 0
22-611 0 0.0 192 0 7.0 0
22-612 1 0.005714285714285714 519 0.22569202144874392 66.0 0
22-613 0 0.0 171 0 5.0 0
22-614 0 0.0 363 0 41.0 0
22-615 0 0.0 468 0 29.0 0
22-616 0 0.0 252 0 26.0 0
22-617 0 0.0 408 0 46.0 0
22-618 0 0.0 225 0 14.0 0
22-619 0 0.0 129 0 2.0 0
22-620 0 0.0 66 0 4.0 0
22-621 0 0.0 375 0 36.0 0
22-622 0 0.0 291 0 34.0 0
22-623 0 0.0 291 0 16.0 0
22-624 0 0.0 294 0 10.0 0
22-625 1 0.00819672131147541 360 0.22569202144874392 38.0 0
22-626 1 0.006622516556291391 447 0.22569202144874392 50.0 0
22-627 0 0.0 567 0 55.0 0
22-628 0 0.0 519 0 52.0 0
22-629 1 0.007575757575757576 390 0.22569202144874392 52.0 0
22-630 1 0.008264462809917356 357 0.22569202144874392 47.0 0
22-631 0 0.0 330 0 24.0 0
22-632 0 0.0 231 0 19.0 0
22-633 1 0.004329004329004329 687 0.22569202144874392 67.0 0
22-634 0 0.0 246 0 17.0 0
22-635 1 0.003968253968253968 750 0.22569202144874392 59.0 0
22-636 1 0.006802721088435374 435 0.22569202144874392 42.0 0
22-637 0 0.0 318 0 36.0 0
22-638 0 0.0 333 0 36.0 0
22-639 1 0.006369426751592357 465 0.22569202144874392 40.0 0
22-640 1 0.0078125 378 0.22569202144874392 39.0 0
22-641 1 0.011904761904761904 246 0.22569202144874392 37.0 0
22-642 0 0.0 183 0 25.0 0
22-643 0 0.0 345 0 31.0 0
22-644 1 0.006622516556291391 447 0.22569202144874392 42.0 0
22-645 1 0.01 294 0.22569202144874392 34.0 0
22-646 0 0.0 246 0 33.0 0
22-647 1 0.009900990099009901 297 0.22569202144874392 38.0 0
22-648 0 0.0 195 0 21.0 0
22-649 0 0.0 282 0 22.0 0
22-650 0 0.0 330 0 17.0 0
22-651 1 0.007575757575757576 390 0.22569202144874392 56.0 0
22-652 1 0.010101010101010102 291 0.22569202144874392 28.0 0
22-653 0 0.0 306 0 42.0 0
22-654 0 0.0 354 0 43.0 0
22-655 0 0.0 144 0 11.0 0
22-656 0 0.0 189 0 17.0 0
22-657 1 0.005952380952380952 498 0.22569202144874392 54.0 0
22-658 0 0.0 201 0 14.0 0
22-659 0 0.0 258 0 15.0 0
22-660 0 0.0 342 0 47.0 0
22-661 0 0.0 426 0 33.0 0
22-662 0 0.0 246 0 20.0 0
22-663 0 0.0 420 0 45.0 0
22-664 0 0.0 333 0 44.0 0
22-665 0 0.0 294 0 13.0 0
22-666 1 0.00980392156862745 300 0.22569202144874392 45.0 0
22-667 0 0.0 180 0 11.0 0
22-668 0 0.0 321 0 31.0 0
22-669 0 0.0 336 0 42.0 0
22-670 0 0.0 255 0 22.0 0
22-671 0 0.0 288 0 27.0 0
22-672 0 0.0 180 0 10.0 0
22-673 0 0.0 336 0 39.0 0
22-674 1 0.0070921985815602835 417 0.22569202144874392 46.0 0
22-675 0 0.0 255 0 13.0 0
22-676 0 0.0 240 0 7.0 0
22-677 0 0.0 330 0 40.0 0
22-678 0 0.0 282 0 26.0 0
22-679 0 0.0 294 0 30.0 0
22-680 0 0.0 390 0 38.0 0
22-681 2 0.011049723756906077 540 1.1359312480755812 66.0 0
22-682 0 0.0 294 0 30.0 0
22-683 1 0.008333333333333333 354 0.22569202144874392 39.0 0
22-684 0 0.0 282 0 23.0 0
22-685 1 0.006896551724137931 429 0.22569202144874392 55.0 0
22-686 0 0.0 363 0 32.0 0
22-687 0 0.0 279 0 23.0 0
22-688 0 0.0 201 0 15.0 0
22-689 1 0.010752688172043012 273 0.22569202144874392 42.0 0
22-690 0 0.0 375 0 30.0 0
22-691 0 0.0 270 0 25.0 0
22-692 0 0.0 291 0 35.0 0
22-693 1 0.007575757575757576 390 0.22569202144874392 47.0 0
22-694 1 0.008333333333333333 354 0.22569202144874392 38.0 0
22-695 1 0.0070921985815602835 417 0.22569202144874392 62.0 0
22-696 0 0.0 306 0 8.0 0
22-697 0 0.0 333 0 32.0 0
22-698 0 0.0 234 0 19.0 0
22-699 0 0.0 375 0 43.0 0
22-700 0 0.0 240 0 20.0 0
22-701 0 0.0 402 0 38.0 0
22-702 0 0.0 111 0 4.0 0
22-703 0 0.0 102 0 11.0 0
22-704 0 0.0 354 0 27.0 0
22-705 0 0.0 345 0 21.0 0
22-706 0 0.0 249 0 26.0 0
22-707 0 0.0 294 0 31.0 0
22-708 1 0.008771929824561403 336 0.22569202144874392 36.0 0
22-709 0 0.0 330 0 15.0 0
22-710 0 0.0 303 0 30.0 0
22-711 0 0.0 369 0 50.0 0
22-712 0 0.0 138 0 4.0 0
22-713 0 0.0 213 0 29.0 0
22-714 0 0.0 234 0 21.0 0
22-715 0 0.0 174 0 12.0 0
22-716 0 0.0 93 0 1.0 0
22-717 0 0.0 81 0 8.0 0
22-718 0 0.0 321 0 27.0 0
22-719 1 0.010309278350515464 285 0.22569202144874392 45.0 0
22-720 0 0.0 456 0 46.0 0
22-722 0 0.0 258 0 11.0 0
22-723 0 0.0 186 0 5.0 0
22-724 1 0.005050505050505051 588 0.22569202144874392 64.0 0
22-725 0 0.0 246 0 7.0 0
22-726 0 0.0 261 0 26.0 0
22-727 0 0.0 165 0 9.0 0
22-728 0 0.0 240 0 31.0 0
22-729 0 0.0 441 0 42.0 0
22-730 0 0.0 465 0 66.0 0
22-731 0 0.0 324 0 36.0 0
22-732 2 0.014814814814814815 402 0.6427244128729902 46.0 0
22-734 0 0.0 18 0 2.0 0
22-737 0 0.0 108 0 2.0 0
22-738 0 0.0 57 0 4.0 0
22-739 0 0.0 57 0 1.0 0
22-740 0 0.0 33 0 2.0 0
22-741 0 0.0 45 0 2.0 0
22-742 0 0.0 180 0 7.0 0
22-743 0 0.0 33 0 1.0 0
22-744 0 0.0 135 0 1.0 0
22-745 0 0.0 177 0 19.0 0
22-746 0 0.0 183 0 10.0 0
22-747 0 0.0 96 0 1.0 0
22-748 0 0.0 270 0 15.0 0
22-749 0 0.0 186 0 5.0 0
22-750 0 0.0 465 0 32.0 0
22-751 0 0.0 468 0 47.0 0
22-753 0 0.0 258 0 9.0 0
22-754 0 0.0 189 0 16.0 0
22-755 0 0.0 18 0 1.0 0
22-756 0 0.0 81 0 12.0 0
22-757 0 0.0 12 0 2.0 0
22-758 0 0.0 186 0 16.0 0
22-759 0 0.0 195 0 18.0 0
22-760 0 0.0 51 0 2.0 0
22-761 0 0.0 498 0 45.0 0
22-762 0 0.0 417 0 44.0 0
22-763 0 0.0 390 0 38.0 0
22-764 0 0.0 273 0 27.0 0
22-765 0 0.0 162 0 4.0 0
22-766 0 0.0 123 0 8.0 0
22-767 1 0.01 294 0.22569202144874392 33.0 0
22-768 0 0.0 294 0 33.0 0
22-769 0 0.0 159 0 8.0 0
22-770 1 0.005649717514124294 525 0.22569202144874392 68.0 0
22-771 0 0.0 333 0 28.0 0
22-772 0 0.0 327 0 34.0 0
22-773 0 0.0 591 0 55.0 0
22-774 1 0.00546448087431694 543 0.22569202144874392 65.0 0
22-775 0 0.0 510 0 46.0 0
22-776 0 0.0 279 0 28.0 0
22-777 0 0.0 519 0 52.0 0
22-778 0 0.0 336 0 27.0 0
22-779 0 0.0 168 0 15.0 0
22-780 0 0.0 264 0 21.0 0
22-781 1 0.006097560975609756 486 0.22569202144874392 66.0 0
22-782 1 0.009900990099009901 297 0.22569202144874392 43.0 0
22-783 1 0.005952380952380952 498 0.22569202144874392 50.0 0
22-784 1 0.007462686567164179 396 0.22569202144874392 51.0 0
22-785 1 0.01020408163265306 288 0.22569202144874392 33.0 0
22-786 0 0.0 300 0 36.0 0
22-787 0 0.0 372 0 41.0 0
22-788 1 0.008547008547008548 345 0.22569202144874392 33.0 0
22-789 0 0.0 339 0 25.0 0
22-790 0 0.0 66 0 6.0 0
22-792 0 0.0 24 0 4.0 0
22-793 0 0.0 54 0 1.0 0
22-794 0 0.0 195 0 16.0 0
22-796 0 0.0 21 0 2.0 0
22-797 0 0.0 18 0 2.0 0
22-798 0 0.0 276 0 15.0 0
22-800 0 0.0 57 0 7.0 0
22-801 0 0.0 66 0 5.0 0
22-803 0 0.0 162 0 19.0 0
22-806 0 0.0 84 0 17.0 0
22-807 0 0.0 33 0 6.0 0
22-808 0 0.0 132 0 8.0 0
22-810 0 0.0 15 0 2.0 0
22-812 0 0.0 12 0 1.0 0
22-813 0 0.0 18 0 2.0 0
22-814 2 0.025 237 0.6427244128729902 37.0 0
22-815 0 0.0 63 0 2.0 0
22-819 0 0.0 237 0 20.0 0
22-820 0 0.0 375 0 38.0 0
22-822 0 0.0 159 0 13.0 0
22-826 0 0.0 309 0 33.0 0
22-828 0 0.0 39 0 1.0 0
22-830 0 0.0 33 0 3.0 0
22-834 0 0.0 276 0 13.0 0
22-838 0 0.0 213 0 17.0 0
22-842 0 0.0 30 0 1.0 0
22-844 0 0.0 78 0 4.0 0
22-845 0 0.0 69 0 5.0 0
22-854 0 0.0 21 0 3.0 0
22-857 0 0.0 9 0 1.0 0
22-861 0 0.0 18 0 1.0 0
22-862 0 0.0 18 0 1.0 0
22-863 0 0.0 162 0 25.0 0
22-868 0 0.0 33 0 5.0 0
22-870 0 0.0 6 0 1.0 0
22-872 0 0.0 15 0 1.0 0
22-881 1 0.006493506493506494 456 0.22569202144874392 55.0 0
22-890 0 0.0 24 0 1.0 0
22-894 0 0.0 129 0 11.0 0
22-899 0 0.0 24 0 1.0 0
22-900 1 0.010101010101010102 291 0.22569202144874392 34.0 0
22-905 0 0.0 21 0 4.0 0
22-910 0 0.0 129 0 9.0 0
22-912 0 0.0 66 0 2.0 0
22-917 0 0.0 153 0 6.0 0
22-919 0 0.0 36 0 2.0 0
22-921 0 0.0 12 0 2.0 0
22-922 0 0.0 6 0 1.0 0
22-925 0 0.0 9 0 2.0 0
22-926 0 0.0 288 0 30.0 0
23-0 0 0.0 108 0 1.0 0
23-5 1 0.041666666666666664 126 0.2710850306818168 17.0 0
23-6 0 0.0 54 0 1.0 0
23-7 0 0.0 54 0 1.0 0
23-9 0 0.0 810 0 5.0 0
23-11 0 0.0 756 0 23.0 0
23-12 0 0.0 2574 0 46.0 0
23-13 1 0.01818181818181818 684 0.26269731101386307 50.0 0
23-14 3 0.1111111111111111 216 0.8968802314423415 56.0 0
23-16 0 0.0 612 0 20.0 0
23-17 6 0.3333333333333333 108 2.183633789600557 66.0 0
23-18 0 0.0 864 0 2.0 0
23-19 0 0.0 54 0 3.0 0
23-25 0 0.0 738 0 3.0 0
23-26 0 0.0 1152 0 5.0 0
23-27 0 0.0 1386 0 19.0 0
23-28 2 0.04 612 0.5253946220277261 33.0 0
23-29 1 0.022222222222222223 504 0.32351545314867247 13.0 0
23-30 5 0.09803921568627451 684 1.4649394664975284 114.0 0
23-31 0 0.0 648 0 4.0 0
23-32 1 0.012658227848101266 1116 0.26269731101386307 53.0 0
23-33 6 0.1935483870967742 342 1.8353495678582654 92.0 0
23-34 6 0.1875 360 1.753478474675321 103.0 0
23-36 4 0.09523809523809523 504 1.1938544358157115 85.0 0
23-38 0 0.0 1314 0 4.0 0
23-42 0 0.0 108 0 2.0 0
23-43 0 0.0 810 0 4.0 0
23-45 0 0.0 1422 0 5.0 0
23-49 0 0.0 1152 0 10.0 0
23-50 0 0.0 918 0 5.0 0
23-52 0 0.0 540 0 6.0 0
23-53 3 0.0625 594 0.8482105235650258 76.0 0
23-54 0 0.0 792 0 4.0 0
23-55 0 0.0 414 0 10.0 0
23-58 5 0.13513513513513514 432 1.4874002696100495 96.0 0
23-60 0 0.0 108 0 2.0 0
23-61 0 0.0 1602 0 12.0 0
23-64 2 0.06896551724137931 234 0.6170612869430103 55.0 0
23-65 0 0.0 54 0 8.0 0
23-68 2 0.03278688524590164 810 0.5596715153872331 37.0 0
23-69 0 0.0 2052 0 13.0 0
23-70 0 0.0 2574 0 29.0 0
23-71 1 0.03125 270 0.26269731101386307 38.0 0
23-72 0 0.0 1818 0 24.0 0
23-73 0 0.0 1782 0 25.0 0
23-74 0 0.0 2196 0 23.0 0
23-75 0 0.0 1350 0 18.0 0
23-77 0 0.0 270 0 19.0 0
23-78 1 0.029411764705882353 306 0.31066746727980593 17.0 0
23-80 0 0.0 1692 0 14.0 0
23-81 0 0.0 702 0 9.0 0
23-82 0 0.0 1296 0 31.0 0
23-83 0 0.0 3006 0 15.0 0
23-84 0 0.0 504 0 2.0 0
23-85 0 0.0 1260 0 7.0 0
23-86 0 0.0 1548 0 9.0 0
23-87 0 0.0 2070 0 19.0 0
23-88 0 0.0 954 0 13.0 0
23-90 0 0.0 2754 0 19.0 0
23-92 0 0.0 2772 0 22.0 0
23-93 0 0.0 1584 0 22.0 0
23-94 0 0.0 1188 0 10.0 0
23-96 0 0.0 2574 0 35.0 0
23-97 3 0.075 450 0.9680768235989317 77.0 0
23-98 0 0.0 18 0 1.0 0
23-99 0 0.0 504 0 15.0 0
23-100 0 0.0 1620 0 58.0 0
23-102 0 0.0 900 0 3.0 0
23-103 0 0.0 1476 0 18.0 0
23-104 0 0.0 2178 0 53.0 0
23-106 2 0.047619047619047616 468 0.6076416716531761 62.0 0
23-108 1 0.007352941176470588 2142 0.26269731101386307 68.0 0
23-110 0 0.0 3096 0 25.0 0
23-112 0 0.0 2484 0 37.0 0
23-113 3 0.029411764705882353 1566 0.8281742126005132 102.0 0
23-116 0 0.0 1782 0 16.0 0
23-117 2 0.019417475728155338 1566 0.5654769015866501 73.0 0
23-119 0 0.0 3348 0 40.0 0
23-120 0 0.0 2520 0 22.0 0
23-121 0 0.0 2466 0 10.0 0
23-124 0 0.0 666 0 20.0 0
23-126 0 0.0 1674 0 13.0 0
23-127 0 0.0 1638 0 7.0 0
23-129 0 0.0 252 0 3.0 0
23-130 0 0.0 486 0 6.0 0
23-131 0 0.0 1692 0 18.0 0
23-133 0 0.0 234 0 3.0 0
23-134 0 0.0 180 0 2.0 0
23-137 3 0.1111111111111111 216 0.8281742126005132 24.0 0
23-138 2 0.08 162 0.5512363191916557 17.0 0
23-139 0 0.0 558 0 4.0 0
23-140 0 0.0 162 0 1.0 0
23-141 0 0.0 1728 0 18.0 0
23-142 0 0.0 1134 0 19.0 0
23-143 3 0.1 270 0.9056002951208031 68.0 0
23-144 0 0.0 306 0 3.0 0
23-145 0 0.0 792 0 7.0 0
23-149 1 0.004694835680751174 3528 0.26269731101386307 34.0 0
23-150 0 0.0 396 0 2.0 0
23-151 2 0.021052631578947368 1422 0.5396352044227204 29.0 0
23-152 0 0.0 504 0 11.0 0
23-155 6 0.20689655172413793 306 1.7422097039168933 93.0 0
23-157 0 0.0 1044 0 11.0 0
23-160 0 0.0 3492 0 46.0 0
23-163 0 0.0 576 0 19.0 0
23-164 0 0.0 378 0 4.0 0
23-167 0 0.0 36 0 1.0 0
23-169 1 0.011494252873563218 1260 0.36926937306885504 60.0 0
23-170 0 0.0 4158 0 40.0 0
23-171 0 0.0 972 0 14.0 0
23-172 0 0.0 1782 0 22.0 0
23-173 0 0.0 270 0 2.0 0
23-175 0 0.0 1062 0 5.0 0
23-176 0 0.0 18 0 2.0 0
23-178 0 0.0 1206 0 12.0 0
23-179 1 0.009345794392523364 1620 0.26269731101386307 51.0 0
23-182 0 0.0 522 0 8.0 0
23-186 0 0.0 1260 0 9.0 0
23-187 0 0.0 1404 0 23.0 0
23-188 0 0.0 828 0 4.0 0
23-189 0 0.0 1440 0 33.0 0
23-193 0 0.0 2142 0 31.0 0
23-194 1 0.030303030303030304 288 0.28853900817779266 25.0 0
23-196 0 0.0 1566 0 18.0 0
23-197 2 0.05555555555555555 360 0.6156534348786242 37.0 0
23-200 0 0.0 828 0 7.0 0
23-201 0 0.0 990 0 11.0 0
23-203 0 0.0 1872 0 20.0 0
23-207 0 0.0 756 0 9.0 0
23-208 1 0.045454545454545456 90 0.3459762562611936 15.0 0
23-209 0 0.0 54 0 1.0 0
23-211 0 0.0 306 0 1.0 0
23-212 0 0.0 990 0 10.0 0
23-217 0 0.0 846 0 9.0 0
23-219 0 0.0 360 0 5.0 0
23-220 1 0.041666666666666664 126 0.35295612386476116 8.0 0
23-221 3 0.06666666666666667 540 0.8281742126005132 50.0 0
23-226 0 0.0 990 0 9.0 0
23-227 0 0.0 2034 0 20.0 0
23-228 1 0.01818181818181818 684 0.26269731101386307 31.0 0
23-231 0 0.0 1980 0 31.0 0
23-232 0 0.0 1584 0 25.0 0
23-233 0 0.0 450 0 2.0 0
23-236 0 0.0 1836 0 10.0 0
23-237 0 0.0 558 0 8.0 0
23-241 1 0.02127659574468085 540 0.26269731101386307 16.0 0
23-243 0 0.0 918 0 2.0 0
23-244 0 0.0 360 0 5.0 0
23-247 0 0.0 342 0 4.0 0
23-252 0 0.0 1602 0 24.0 0
23-253 0 0.0 792 0 9.0 0
23-255 0 0.0 1800 0 30.0 0
23-256 1 0.006666666666666667 2394 0.36926937306885504 41.0 0
23-257 0 0.0 1044 0 15.0 0
23-258 0 0.0 2592 0 26.0 0
23-262 0 0.0 234 0 12.0 0
23-264 0 0.0 162 0 11.0 0
23-265 1 0.006802721088435374 2340 0.26269731101386307 32.0 0
23-266 0 0.0 2322 0 17.0 0
23-267 0 0.0 810 0 18.0 0
23-270 0 0.0 1296 0 26.0 0
23-271 0 0.0 198 0 18.0 0
23-272 0 0.0 72 0 1.0 0
23-273 0 0.0 2106 0 25.0 0
23-275 0 0.0 54 0 1.0 0
23-276 0 0.0 1746 0 29.0 0
23-278 0 0.0 1350 0 43.0 0
23-279 1 0.007462686567164179 2106 0.2769378934088574 48.0 0
23-281 1 0.015625 846 0.2710850306818168 45.0 0
23-282 0 0.0 558 0 14.0 0
23-285 0 0.0 450 0 7.0 0
23-286 0 0.0 1080 0 12.0 0
23-290 0 0.0 2520 0 21.0 0
23-292 0 0.0 360 0 1.0 0
23-293 0 0.0 1980 0 41.0 0
23-294 0 0.0 720 0 5.0 0
23-295 0 0.0 2664 0 48.0 0
23-296 0 0.0 18 0 2.0 0
23-297 2 0.018691588785046728 1638 0.5596715153872331 80.0 0
23-298 0 0.0 126 0 2.0 0
23-304 0 0.0 1242 0 20.0 0
23-305 2 0.06060606060606061 306 0.6414951320425538 40.0 0
23-306 0 0.0 630 0 6.0 0
23-307 0 0.0 162 0 2.0 0
23-308 0 0.0 774 0 11.0 0
23-309 0 0.0 162 0 1.0 0
23-311 0 0.0 378 0 1.0 0
23-312 0 0.0 90 0 3.0 0
23-313 1 0.012658227848101266 1116 0.26269731101386307 41.0 0
23-314 0 0.0 2214 0 27.0 0
23-317 0 0.0 1944 0 16.0 0
23-318 2 0.1 72 0.5396352044227204 18.0 0
23-319 0 0.0 1854 0 20.0 0
23-320 0 0.0 342 0 6.0 0
23-321 0 0.0 234 0 4.0 0
23-323 0 0.0 882 0 10.0 0
23-326 0 0.0 1638 0 11.0 0
23-327 0 0.0 2340 0 46.0 0
23-328 0 0.0 90 0 2.0 0
23-331 0 0.0 1584 0 20.0 0
23-332 0 0.0 1422 0 12.0 0
23-334 0 0.0 774 0 12.0 0
23-335 0 0.0 792 0 12.0 0
23-337 0 0.0 36 0 1.0 0
23-338 0 0.0 198 0 2.0 0
23-339 0 0.0 1296 0 16.0 0
23-342 2 0.0425531914893617 558 0.6076416716531761 80.0 0
23-343 0 0.0 36 0 5.0 0
23-344 0 0.0 684 0 3.0 0
23-345 0 0.0 144 0 3.0 0
23-346 0 0.0 162 0 2.0 0
23-347 1 0.01282051282051282 1098 0.32351545314867247 25.0 0
23-348 0 0.0 108 0 2.0 0
23-349 0 0.0 1584 0 14.0 0
23-350 0 0.0 486 0 6.0 0
23-351 0 0.0 1638 0 22.0 0
23-352 0 0.0 1404 0 59.0 0
23-353 0 0.0 270 0 14.0 0
23-355 2 0.031746031746031744 846 0.5396352044227204 61.0 0
23-356 0 0.0 2214 0 26.0 0
23-357 0 0.0 936 0 6.0 0
23-358 0 0.0 1908 0 28.0 0
23-361 0 0.0 1494 0 19.0 0
23-362 1 0.00684931506849315 2322 0.2769378934088574 82.0 0
23-363 0 0.0 234 0 2.0 0
23-364 0 0.0 1656 0 17.0 0
23-365 0 0.0 738 0 6.0 0
23-369 2 0.05405405405405406 378 0.5596240388596094 51.0 0
23-370 0 0.0 360 0 5.0 0
23-373 0 0.0 504 0 4.0 0
23-374 0 0.0 828 0 15.0 0
23-378 0 0.0 1314 0 32.0 0
23-383 0 0.0 1836 0 24.0 0
23-385 0 0.0 2322 0 27.0 0
23-386 0 0.0 3852 0 39.0 0
23-387 0 0.0 2898 0 34.0 0
23-389 0 0.0 1638 0 16.0 0
23-390 0 0.0 234 0 12.0 0
23-393 0 0.0 558 0 6.0 0
23-394 0 0.0 1044 0 18.0 0
23-395 0 0.0 432 0 12.0 0
23-396 5 0.1111111111111111 576 1.4452354995435235 108.0 0
23-397 0 0.0 108 0 8.0 0
23-398 0 0.0 1926 0 18.0 0
23-399 2 0.08333333333333333 144 0.6170612869430103 35.0 0
23-401 0 0.0 2538 0 29.0 0
23-402 0 0.0 18 0 1.0 0
23-403 0 0.0 162 0 1.0 0
23-406 1 0.038461538461538464 162 0.3459762562611936 16.0 0
23-407 0 0.0 2016 0 19.0 0
23-408 0 0.0 198 0 3.0 0
23-409 0 0.0 126 0 3.0 0
23-411 3 0.08108108108108109 396 0.963037543204204 57.0 0
23-416 0 0.0 2448 0 28.0 0
23-417 0 0.0 4392 0 41.0 0
23-419 0 0.0 504 0 7.0 0
23-420 0 0.0 468 0 4.0 0
23-421 0 0.0 1440 0 7.0 0
23-422 3 0.02912621359223301 1584 0.8281742126005132 53.0 0
23-423 2 0.014598540145985401 2178 0.5396352044227204 70.0 0
23-425 0 0.0 1188 0 7.0 0
23-427 0 0.0 1512 0 22.0 0
23-428 1 0.006944444444444444 2286 0.26269731101386307 73.0 0
23-429 0 0.0 252 0 3.0 0
23-431 0 0.0 1728 0 9.0 0
23-433 0 0.0 2376 0 26.0 0
23-434 0 0.0 2196 0 20.0 0
23-436 0 0.0 126 0 3.0 0
23-438 0 0.0 1782 0 12.0 0
23-439 0 0.0 1440 0 19.0 0
23-440 0 0.0 558 0 9.0 0
23-442 0 0.0 1656 0 8.0 0
23-444 0 0.0 342 0 3.0 0
23-446 0 0.0 2124 0 20.0 0
23-447 0 0.0 126 0 1.0 0
23-449 0 0.0 972 0 10.0 0
23-451 4 0.09090909090909091 540 1.1741504688617068 90.0 0
23-452 0 0.0 2682 0 35.0 0
23-453 0 0.0 1944 0 19.0 0
23-454 0 0.0 342 0 11.0 0
23-456 2 0.07692307692307693 180 0.5396352044227204 33.0 0
23-458 0 0.0 2718 0 42.0 0
23-460 0 0.0 504 0 4.0 0
23-464 0 0.0 126 0 1.0 0
