pair common_neigh jaccard pref_attach adamic sp_3 class
12-173 3 0.01935483870967742 2145 0.613939573475929 512.0 0
12-175 29 0.1676300578034682 8437 6.124458841857983 3134.0 0
12-176 0 0.0 143 0 5.0 0
12-178 14 0.07142857142857142 9581 2.834637335557829 2377.0 0
12-179 22 0.10426540284360189 12870 4.6643533565203255 2752.0 0
12-182 7 0.04242424242424243 4147 1.5532062026891729 1073.0 0
12-185 0 0.0 1001 0 60.0 0
12-186 22 0.11518324607329843 10010 4.602317012259639 2669.0 0
12-188 9 0.05 6578 1.8532958226847516 1626.0 0
12-191 0 0.0 143 0 39.0 0
12-192 0 0.0 1144 0 2.0 0
12-194 1 0.006329113924050633 2288 0.22449978268220952 99.0 0
12-197 8 0.05161290322580645 2860 1.7374105957826476 646.0 0
12-200 19 0.11176470588235295 6578 3.916822043880632 1883.0 0
12-201 21 0.11864406779661017 7865 4.349073772497228 2518.0 0
12-203 19 0.08333333333333333 14872 3.9517988473169643 3136.0 0
12-204 1 0.006993006993006993 143 0.20207082625776437 72.0 0
12-207 4 0.022099447513812154 6006 0.7803890281361752 1066.0 0
12-208 0 0.0 715 0 4.0 0
12-211 1 0.006289308176100629 2431 0.2023618696943225 71.0 0
12-212 16 0.08791208791208792 7865 3.353559958632793 2247.0 0
12-215 0 0.0 7722 0 1.0 0
12-217 15 0.08571428571428572 6721 3.282832004616768 1483.0 0
12-219 2 0.012422360248447204 2860 0.38122302947054965 501.0 0
12-220 0 0.0 1001 0 49.0 0
12-221 2 0.011695906432748537 4290 0.4346697943129311 257.0 0
12-222 0 0.0 1573 0 61.0 0
12-226 12 0.06451612903225806 7865 2.423310252560423 1618.0 0
12-227 27 0.11790393013100436 16159 5.705040354411624 3817.0 0
12-228 5 0.028409090909090908 5434 1.0564491018130082 989.0 0
12-231 36 0.16589861751152074 15730 7.563821481563651 4389.0 0
12-233 3 0.01818181818181818 3575 0.6047202595875434 785.0 0
12-235 0 0.0 143 0 2.0 0
12-237 5 0.029585798816568046 4433 0.9926773464364467 943.0 0
12-241 3 0.01764705882352941 4290 0.6449123238572435 344.0 0
12-242 1 0.006944444444444444 286 0.23382699798647663 57.0 0
12-243 13 0.0718232044198895 7293 2.637096826146975 1885.0 0
12-244 4 0.025157232704402517 2860 0.8614028654828026 648.0 0
12-247 3 0.018867924528301886 2717 0.5738467816835594 501.0 0
12-248 0 0.0 572 0 72.0 0
12-249 0 0.0 572 0 84.0 0
12-252 19 0.0892018779342723 12727 3.9465665276040887 2753.0 0
12-253 11 0.0625 6292 2.236844751766084 1582.0 0
12-257 12 0.06349206349206349 8294 2.5312186204915164 1909.0 0
12-258 37 0.148 20592 7.700550198165938 5040.0 0
12-262 1 0.0064516129032258064 1859 0.19931118704250333 85.0 0
12-263 0 0.0 1144 0 31.0 0
12-264 0 0.0 1287 0 65.0 0
12-265 28 0.11428571428571428 18590 5.868680352854958 4369.0 0
12-267 22 0.13253012048192772 6435 4.7727939209805275 2114.0 0
12-271 6 0.04054054054054054 1573 1.317800507552218 426.0 0
12-272 1 0.00684931506849315 572 0.2422988705246811 31.0 0
12-274 1 0.006289308176100629 2431 0.19931118704250333 178.0 0
12-277 0 0.0 572 0 67.0 0
12-281 26 0.15853658536585366 6721 5.586906522642074 2246.0 0
12-284 0 0.0 1144 0 5.0 0
12-285 15 0.09803921568627451 3575 3.1336152171821463 1534.0 0
12-289 1 0.006711409395973154 1001 0.22449978268220952 152.0 0
12-290 62 0.28054298642533937 20020 12.856816498057606 7263.0 0
12-291 0 0.0 1430 0 60.0 0
12-292 1 0.006172839506172839 2860 0.20780583746414044 104.0 0
12-294 16 0.09580838323353294 5720 3.27357772234019 1929.0 0
12-295 47 0.19262295081967212 21164 9.739078897143218 5948.0 0
12-301 0 0.0 1001 0 110.0 0
12-304 10 0.04950495049504951 9867 2.032105150541211 2220.0 0
12-305 2 0.012658227848101266 2431 0.41985585867387326 313.0 0
12-306 6 0.03488372093023256 5005 1.22540863619236 914.0 0
12-307 0 0.0 1287 0 46.0 0
12-308 10 0.056818181818181816 6149 2.0661901634462447 1647.0 0
12-309 0 0.0 1287 0 53.0 0
12-311 13 0.08609271523178808 3003 2.7374159317256037 1274.0 0
12-312 0 0.0 715 0 1.0 0
12-313 13 0.06770833333333333 8866 2.82498837927548 1523.0 0
12-314 45 0.20361990950226244 17589 9.356163948791098 5273.0 0
12-315 1 0.006756756756756757 858 0.1819118424280463 72.0 0
12-318 0 0.0 572 0 22.0 0
12-319 24 0.10810810810810811 14729 5.062325919176284 3731.0 0
12-320 17 0.11724137931034483 2717 3.614190134219617 1340.0 0
12-321 4 0.02631578947368421 1859 0.8585545371433697 419.0 0
12-322 0 0.0 572 0 61.0 0
12-323 31 0.19254658385093168 7007 6.370301526841258 3117.0 0
12-325 0 0.0 2002 0 1.0 0
12-326 23 0.10900473933649289 13013 4.738219564096862 3967.0 0
12-328 0 0.0 715 0 72.0 0
12-331 36 0.18461538461538463 12584 7.609757384242314 4049.0 0
12-334 7 0.03910614525139665 6149 1.4865461716541497 1465.0 0
12-335 11 0.0625 6292 2.347193828807725 1515.0 0
12-338 1 0.006535947712418301 1573 0.1894615908449756 136.0 0
12-339 13 0.06435643564356436 10296 2.757736630453709 2467.0 0
12-342 13 0.08074534161490683 4433 2.7433917404577732 1103.0 0
12-343 0 0.0 286 0 4.0 0
12-345 0 0.0 1144 0 62.0 0
12-346 0 0.0 1287 0 21.0 0
12-347 11 0.05699481865284974 8723 2.3429462779422536 1768.0 0
12-348 0 0.0 858 0 20.0 0
12-350 5 0.030303030303030304 3861 1.087321749412247 813.0 0
12-351 29 0.14146341463414633 13013 6.135999740928674 3194.0 0
12-352 43 0.24157303370786518 11154 9.50269234206429 3602.0 0
12-353 3 0.01935483870967742 2145 0.6641027356629097 378.0 0
12-355 3 0.016042780748663103 6721 0.6340353776587212 961.0 0
12-357 30 0.18181818181818182 7436 6.149630255155953 3346.0 0
12-358 20 0.08733624454148471 15158 4.192395075342252 3369.0 0
12-359 0 0.0 2717 0 65.0 0
12-360 1 0.006896551724137931 429 0.1894615908449756 82.0 0
12-361 27 0.135678391959799 11869 5.695519124339823 3300.0 0
12-363 6 0.04 1859 1.230925003279403 720.0 0
12-365 9 0.05142857142857143 5863 1.887952400140304 1294.0 0
12-369 0 0.0 3003 0 192.0 0
12-370 3 0.01875 2860 0.6127726019779356 332.0 0
12-373 0 0.0 4004 0 284.0 0
12-374 12 0.06779661016949153 6578 2.5441665927220605 1540.0 0
12-375 0 0.0 143 0 59.0 0
12-377 11 0.0650887573964497 5291 2.353147063912655 992.0 0
12-378 15 0.07462686567164178 10439 3.2306335902000085 2228.0 0
12-381 1 0.006896551724137931 429 0.20207082625776437 130.0 0
12-383 32 0.15023474178403756 14586 6.679251632328528 4073.0 0
12-385 45 0.19823788546255505 18447 9.284887827750518 5818.0 0
12-386 91 0.34210526315789475 30602 19.14837825885848 10049.0 0
12-387 40 0.15151515151515152 23023 8.451788190815606 5524.0 0
12-389 35 0.17587939698492464 13013 7.480787511253747 3905.0 0
12-390 0 0.0 1859 0 69.0 0
12-391 0 0.0 715 0 11.0 0
12-392 0 0.0 1287 0 38.0 0
12-393 5 0.029585798816568046 4433 1.0044131793552682 954.0 0
12-394 15 0.08064516129032258 8294 3.1247813169897274 1953.0 0
12-395 10 0.06369426751592357 3432 2.136860331832533 909.0 0
12-396 4 0.023391812865497075 4576 0.8565593210335902 428.0 0
12-397 0 0.0 858 0 17.0 0
12-399 0 0.0 1144 0 5.0 0
12-402 0 0.0 143 0 2.0 0
12-403 0 0.0 1287 0 33.0 0
12-405 0 0.0 572 0 129.0 0
12-406 0 0.0 1287 0 3.0 0
12-407 37 0.16972477064220184 16016 7.743370649458166 4927.0 0
12-408 0 0.0 1573 0 124.0 0
12-409 0 0.0 1001 0 62.0 0
12-411 0 0.0 3146 0 56.0 0
12-412 1 0.006666666666666667 1144 0.21075117050092493 259.0 0
12-413 0 0.0 286 0 45.0 0
12-414 0 0.0 1287 0 270.0 0
12-419 2 0.011834319526627219 4004 0.43738541545025045 639.0 0
12-420 9 0.05625 3718 1.864771412760206 866.0 0
12-421 20 0.09852216748768473 11440 4.154410556855241 2979.0 0
12-422 14 0.06451612903225806 12584 2.9025303650860628 2635.0 0
12-423 23 0.0954356846473029 17303 4.975336411921135 3563.0 0
12-425 18 0.09424083769633508 9438 3.6640386097319504 2400.0 0
12-428 30 0.125 18161 6.227887669917865 4134.0 0
12-429 5 0.03289473684210526 2002 1.072969865779677 672.0 0
12-431 21 0.0963302752293578 13728 4.236832446210405 3499.0 0
12-434 46 0.2100456621004566 17446 9.471142520581418 5770.0 0
12-436 0 0.0 1001 0 2.0 0
12-438 48 0.24742268041237114 14157 10.103671698705224 5074.0 0
12-440 6 0.03571428571428571 4433 1.2360072519526477 980.0 0
12-442 25 0.11904761904761904 13156 5.240091984104418 3240.0 0
12-444 0 0.0 2717 0 62.0 0
12-446 45 0.20833333333333334 16874 9.384119370181413 5205.0 0
12-447 0 0.0 1001 0 8.0 0
12-449 15 0.08241758241758242 7722 2.985777448754833 2270.0 0
12-451 3 0.01764705882352941 4290 0.6310430808534229 373.0 0
12-452 30 0.11450381679389313 21307 6.292905076841342 4738.0 0
12-453 35 0.16203703703703703 15444 7.111593076966153 5172.0 0
12-454 1 0.006211180124223602 2717 0.19931118704250333 641.0 0
12-456 0 0.0 1430 0 27.0 0
12-458 29 0.10943396226415095 21593 6.03945116268891 4739.0 0
12-460 10 0.062111801242236024 4004 2.029789806403178 1419.0 0
12-461 1 0.006896551724137931 429 0.20207082625776437 82.0 0
12-463 0 0.0 286 0 2.0 0
12-464 1 0.006711409395973154 1001 0.2282049114186687 113.0 0
12-465 0 0.0 1430 0 8.0 0
12-466 21 0.08860759493670886 16445 4.365263393284444 3762.0 0
12-467 21 0.09292035398230089 14872 4.425535744302848 2967.0 0
12-468 12 0.0625 8723 2.45609947498436 1861.0 0
12-469 0 0.0 1144 0 53.0 0
12-470 9 0.05056179775280899 6292 1.8146495030386158 1463.0 0
12-471 0 0.0 143 0 45.0 0
12-474 1 0.006578947368421052 1430 0.2239186238120062 68.0 0
12-478 0 0.0 429 0 4.0 0
12-480 0 0.0 1144 0 39.0 0
12-483 0 0.0 1144 0 27.0 0
12-484 0 0.0 2145 0 15.0 0
12-490 0 0.0 1001 0 1.0 0
12-493 3 0.01948051948051948 2002 0.6354271929913987 203.0 0
12-495 0 0.0 429 0 14.0 0
12-500 0 0.0 8866 0 1.0 0
12-501 0 0.0 1144 0 45.0 0
12-503 26 0.11304347826086956 16159 5.412093286310987 3655.0 0
12-505 0 0.0 1001 0 89.0 0
12-506 0 0.0 715 0 3.0 0
12-511 28 0.13023255813953488 14300 5.763659529412555 4427.0 0
12-513 0 0.0 143 0 20.0 0
12-514 7 0.04242424242424243 4147 1.3733337381695172 750.0 0
12-515 14 0.06862745098039216 10725 2.905388863546671 2288.0 0
12-516 35 0.1590909090909091 16016 7.240167572335311 4450.0 0
12-517 3 0.018072289156626505 3718 0.6316718813208944 405.0 0
12-518 27 0.15254237288135594 8723 5.488461850615876 3487.0 0
12-519 0 0.0 1144 0 41.0 0
12-520 10 0.04672897196261682 11583 2.0261791736985546 2379.0 0
12-525 20 0.09852216748768473 11440 4.154656666112193 2851.0 0
12-527 10 0.04950495049504951 9867 2.124936078297324 2095.0 0
12-528 0 0.0 1144 0 38.0 0
12-530 0 0.0 2288 0 64.0 0
12-531 0 0.0 2002 0 61.0 0
12-532 3 0.02097902097902098 429 0.6343162472833 248.0 0
12-533 3 0.018867924528301886 2717 0.6429476508568235 342.0 0
12-535 37 0.21022727272727273 10010 8.011980291771854 3521.0 0
12-552 28 0.14213197969543148 11726 5.728659936892281 3573.0 0
12-557 22 0.11398963730569948 10296 4.613488152421287 2731.0 0
12-559 23 0.11219512195121951 12155 4.809153142739564 2764.0 0
12-560 0 0.0 429 0 60.0 0
12-561 3 0.01935483870967742 2145 0.652606047437005 226.0 0
12-562 10 0.05405405405405406 7436 2.016550521866567 1846.0 0
12-563 0 0.0 3003 0 59.0 0
12-565 0 0.0 1287 0 32.0 0
12-567 0 0.0 1573 0 4.0 0
12-568 0 0.0 2145 0 4.0 0
12-569 0 0.0 1573 0 4.0 0
12-570 0 0.0 1287 0 1.0 0
12-571 2 0.013986013986013986 286 0.43666283763267555 82.0 0
12-572 1 0.006493506493506494 1716 0.2239186238120062 55.0 0
12-574 0 0.0 1144 0 5.0 0
12-575 1 0.00684931506849315 572 0.21274421382066935 108.0 0
12-576 1 0.006944444444444444 286 0.2119318086698044 101.0 0
12-577 0 0.0 1573 0 148.0 0
12-578 0 0.0 2574 0 100.0 0
12-579 3 0.01744186046511628 4576 0.6507900614830566 313.0 0
12-580 1 0.005494505494505495 5720 0.2119318086698044 254.0 0
12-581 5 0.03355704697986577 1573 1.1207473094629767 337.0 0
12-582 13 0.06735751295336788 9009 2.6639008390642447 2205.0 0
12-583 0 0.0 2574 0 67.0 0
12-584 0 0.0 3575 0 157.0 0
12-585 0 0.0 2431 0 19.0 0
12-586 1 0.005988023952095809 3575 0.209243389805969 164.0 0
12-587 0 0.0 2288 0 26.0 0
12-588 0 0.0 1144 0 3.0 0
12-589 1 0.00684931506849315 572 0.20544281918875867 77.0 0
12-590 1 0.006289308176100629 2431 0.19405073081207164 320.0 0
12-591 0 0.0 1287 0 42.0 0
12-592 0 0.0 2717 0 74.0 0
12-593 0 0.0 286 0 4.0 0
12-594 6 0.03821656050955414 2860 1.296874481736387 433.0 0
12-595 3 0.0196078431372549 1859 0.6249807335611802 338.0 0
12-596 4 0.025157232704402517 2860 0.8604738073573884 311.0 0
12-597 2 0.013157894736842105 1573 0.4120554008631727 221.0 0
12-598 0 0.0 1001 0 5.0 0
12-599 1 0.006369426751592357 2145 0.20265584813122056 320.0 0
12-600 1 0.006711409395973154 1001 0.21714724095162588 137.0 0
12-601 37 0.1615720524017467 17589 7.560154620794866 5092.0 0
12-604 30 0.17964071856287425 7722 6.597509252436925 2259.0 0
12-606 26 0.1511627906976744 7865 5.634397546879057 2471.0 0
12-607 29 0.1457286432160804 12155 6.058918259857271 3535.0 0
12-608 55 0.3021978021978022 13442 11.47485108551151 5521.0 0
12-609 58 0.24680851063829787 21450 12.178989019471159 6676.0 0
12-610 66 0.2548262548262548 26026 13.855723180241965 7556.0 0
12-616 33 0.17010309278350516 12012 6.877840613911832 3683.0 0
12-618 38 0.2111111111111111 10725 7.933219948217297 4155.0 0
12-619 28 0.17721518987341772 6149 6.139993145807928 2061.0 0
12-620 5 0.03125 3146 1.02721700347747 777.0 0
12-622 29 0.13744075829383887 13871 5.945165231938526 3891.0 0
12-623 46 0.23711340206185566 13871 9.94415410085716 4487.0 0
12-625 34 0.14847161572052403 17160 7.2426977537170165 4382.0 0
12-626 76 0.35185185185185186 21307 15.899933224818373 8013.0 0
12-627 50 0.1773049645390071 27027 10.30271987215909 7085.0 0
12-629 34 0.14225941422594143 18590 6.946692986334084 4999.0 0
12-634 26 0.1306532663316583 11726 5.551750644189002 3048.0 0
12-636 34 0.13385826771653545 20735 6.928097260319316 5226.0 0
12-637 33 0.1527777777777778 15158 6.927359076042051 3818.0 0
12-638 39 0.1813953488372093 15873 8.05764084459476 4667.0 0
12-639 47 0.18725099601593626 22165 9.823149592942272 5634.0 0
12-641 38 0.20320855614973263 11726 7.900546321659798 4114.0 0
12-642 23 0.1270718232044199 8723 4.860611814503568 2571.0 0
12-647 26 0.12037037037037036 14157 5.30972181621712 4245.0 0
12-648 22 0.11827956989247312 9295 4.477535800348003 2927.0 0
12-651 21 0.08333333333333333 18590 4.216887832422999 4796.0 0
12-652 34 0.1650485436893204 13871 7.150192961199073 4291.0 0
12-653 21 0.09375 14586 4.270916351218362 3897.0 0
12-655 27 0.16463414634146342 6864 5.624589804175514 2503.0 0
12-658 12 0.06060606060606061 9581 2.561349678276605 1979.0 0
12-664 41 0.19248826291079812 15873 8.402701731369394 5143.0 0
12-665 32 0.15311004784688995 14014 6.888138096743153 3417.0 0
12-667 19 0.10326086956521739 8580 3.937344635492428 2424.0 0
12-668 20 0.08695652173913043 15301 4.064376658931098 3526.0 0
12-669 32 0.14349775784753363 16016 6.532482152359799 4796.0 0
12-670 25 0.12315270935960591 12155 5.229319584831299 3257.0 0
12-671 22 0.10138248847926268 13728 4.510416949689056 3220.0 0
12-672 23 0.12777777777777777 8580 4.914384994392781 2454.0 0
12-675 24 0.11764705882352941 12155 5.15870658817249 2763.0 0
12-680 33 0.1375 18590 6.842993861923708 4666.0 0
12-683 28 0.12017167381974249 16874 5.7390902918203475 4539.0 0
12-684 35 0.17326732673267325 13442 7.461691529027016 3799.0 0
12-687 38 0.1919191919191919 13299 8.068056577578252 4002.0 0
12-688 29 0.16022099447513813 9581 6.00296701880059 3171.0 0
12-690 33 0.14042553191489363 17875 6.839513245234551 4532.0 0
12-692 66 0.3793103448275862 13871 13.903692524401158 6338.0 0
12-696 49 0.25 14586 10.679730816877955 4086.0 0
12-697 30 0.13392857142857142 15873 6.229326047015428 4205.0 0
12-698 24 0.1218274111675127 11154 5.016542650659462 2830.0 0
12-699 40 0.17543859649122806 17875 8.382317638379893 5182.0 0
12-702 25 0.16129032258064516 5291 5.535665521225718 1841.0 0
12-703 6 0.03508771929824561 4862 1.2034536472620112 1365.0 0
12-704 34 0.14977973568281938 16874 7.091347814898 4454.0 0
12-706 28 0.1414141414141414 11869 5.735723783072088 3582.0 0
12-708 25 0.10869565217391304 16016 5.163005471354769 3920.0 0
12-710 24 0.10909090909090909 14443 4.894968775648247 3687.0 0
12-713 26 0.13829787234042554 10153 5.415249290097983 2929.0 0
12-714 24 0.1218274111675127 11154 5.077390750552701 3247.0 0
12-716 11 0.06748466257668712 4433 2.457696315284229 830.0 0
12-717 2 0.011904761904761904 3861 0.3990751114855281 876.0 0
12-719 45 0.23316062176165803 13585 9.170547756965524 5079.0 0
12-720 38 0.14785992217898833 21736 7.733235019694535 5762.0 0
12-721 36 0.18848167539267016 12012 7.366808822310148 4447.0 0
12-723 30 0.17142857142857143 8866 6.5461714262773505 2648.0 0
12-725 33 0.171875 11726 7.029405999279572 3180.0 0
12-726 29 0.14427860696517414 12441 5.967714971333726 3640.0 0
12-727 10 0.05319148936170213 7865 2.1712301286482525 1560.0 0
12-728 26 0.1319796954314721 11440 5.368491059691801 3829.0 0
12-729 37 0.14624505928853754 21021 7.608373504906867 5227.0 0
12-731 28 0.12556053811659193 15444 5.744030948959088 4161.0 0
12-732 60 0.2764976958525346 19162 12.479941056780218 6159.0 0
12-733 0 0.0 1001 0 1.0 0
12-734 4 0.027586206896551724 858 0.8099957082089166 263.0 0
12-735 0 0.0 143 0 4.0 0
12-736 0 0.0 858 0 5.0 0
12-737 6 0.03468208092485549 5148 1.3088416323124656 787.0 0
12-738 3 0.018867924528301886 2717 0.572030245422079 336.0 0
12-739 0 0.0 2717 0 60.0 0
12-740 0 0.0 1573 0 56.0 0
12-741 2 0.01282051282051282 2145 0.3713734332730219 190.0 0
12-743 3 0.019867549668874173 1573 0.6687021353228639 287.0 0
12-744 21 0.12574850299401197 6435 4.701715112471838 1696.0 0
12-745 12 0.06315789473684211 8437 2.559950360019717 1553.0 0
12-746 23 0.1270718232044199 8723 4.860257913149534 2259.0 0
12-747 15 0.09375 4576 3.304784033011385 1149.0 0
12-751 48 0.19123505976095617 22308 10.030617233397244 6255.0 0
12-752 12 0.07894736842105263 3003 2.611487590517064 853.0 0
12-754 4 0.019801980198019802 9009 0.8320598477391482 1692.0 0
12-755 1 0.006756756756756757 858 0.22449978268220952 85.0 0
12-756 16 0.1038961038961039 3861 3.4180701531727666 1361.0 0
12-757 1 0.00684931506849315 572 0.1819118424280463 158.0 0
12-758 10 0.05128205128205128 8866 2.0179149198988666 1699.0 0
12-759 13 0.06666666666666667 9295 2.6717701769979487 2086.0 0
12-760 3 0.01910828025477707 2431 0.6338559806404205 523.0 0
12-763 26 0.10526315789473684 18590 5.310240283502561 4522.0 0
12-765 31 0.18674698795180722 7722 6.793486900905283 2634.0 0
12-766 7 0.03954802259887006 5863 1.4500322424309824 1386.0 0
12-767 31 0.14761904761904762 14014 6.507546672275219 3952.0 0
12-770 90 0.39473684210526316 25025 18.99333951413664 9256.0 0
12-772 33 0.1506849315068493 15587 6.709309791055048 4314.0 0
12-774 79 0.3224489795918367 25883 16.429014285778003 9037.0 0
12-777 42 0.15328467153284672 24739 8.799592695583836 5753.0 0
12-779 16 0.08743169398907104 8008 3.283077875588921 2033.0 0
12-781 81 0.36160714285714285 23166 16.989651361485 8769.0 0
12-782 32 0.1523809523809524 14157 6.483114247161375 4428.0 0
12-785 26 0.12206572769953052 13728 5.289852498468467 3836.0 0
12-786 25 0.11467889908256881 14300 5.140249084270942 3716.0 0
12-787 38 0.16593886462882096 17732 7.73265005605317 5158.0 0
12-789 43 0.20187793427230047 16159 9.167187116751123 4960.0 0
12-790 4 0.024844720496894408 3146 0.8229067675457313 612.0 0
12-791 2 0.012195121951219513 3289 0.43968096990378447 194.0 0
12-792 0 0.0 1144 0 61.0 0
12-793 2 0.012578616352201259 2574 0.4268714376710504 221.0 0
12-794 19 0.10052910052910052 9295 3.9720294791014 2529.0 0
12-796 0 0.0 1001 0 72.0 0
12-797 0 0.0 858 0 66.0 0
12-800 0 0.0 2717 0 60.0 0
12-801 15 0.1 3146 3.033537771979669 1484.0 0
12-803 10 0.053475935828877004 7722 1.9857237843048725 2177.0 0
12-804 0 0.0 1573 0 82.0 0
12-806 8 0.049079754601226995 4004 1.5701274412832458 1352.0 0
12-807 0 0.0 1573 0 61.0 0
12-808 14 0.08092485549132948 6292 2.9082636438620195 1757.0 0
12-810 0 0.0 715 0 60.0 0
12-812 2 0.013793103448275862 572 0.39548979475173696 162.0 0
12-813 0 0.0 858 0 82.0 0
12-814 13 0.06220095693779904 11297 2.6165728123205856 2657.0 0
12-819 25 0.12690355329949238 11297 5.218934045861224 3054.0 0
12-824 0 0.0 1001 0 86.0 0
12-828 2 0.012987012987012988 1859 0.44673140429801994 203.0 0
12-829 0 0.0 429 0 1.0 0
12-830 0 0.0 1573 0 55.0 0
12-831 0 0.0 286 0 3.0 0
12-834 45 0.23684210526315788 13156 9.659626801685787 4040.0 0
12-838 12 0.0594059405940594 10153 2.5376706465146968 2112.0 0
12-841 0 0.0 715 0 5.0 0
12-842 0 0.0 1430 0 174.0 0
12-843 0 0.0 2002 0 10.0 0
12-844 5 0.03048780487804878 3718 1.0331674147694607 616.0 0
12-845 1 0.006060606060606061 3289 0.2282049114186687 390.0 0
12-846 1 0.006578947368421052 1430 0.20178266682373375 192.0 0
12-847 0 0.0 429 0 25.0 0
12-853 0 0.0 286 0 2.0 0
12-854 0 0.0 1001 0 83.0 0
12-857 1 0.006896551724137931 429 0.20576925955053368 68.0 0
12-859 0 0.0 1716 0 51.0 0
12-860 0 0.0 286 0 17.0 0
12-861 1 0.006756756756756757 858 0.22449978268220952 87.0 0
12-862 0 0.0 858 0 51.0 0
12-863 28 0.16568047337278108 7722 5.687124275985402 3050.0 0
12-867 0 0.0 715 0 23.0 0
12-868 0 0.0 1573 0 60.0 0
12-870 0 0.0 286 0 59.0 0
12-872 1 0.006802721088435374 715 0.2211514277946646 71.0 0
12-875 1 0.006896551724137931 429 0.19256851707299927 92.0 0
12-877 0 0.0 1144 0 38.0 0
12-879 0 0.0 2002 0 40.0 0
12-880 0 0.0 572 0 5.0 0
12-881 53 0.2190082644628099 21736 10.96049749618375 6641.0 0
12-890 1 0.006666666666666667 1144 0.2211514277946646 79.0 0
12-894 3 0.01639344262295082 6149 0.5993096300812149 1316.0 0
12-895 0 0.0 286 0 2.0 0
12-899 1 0.006666666666666667 1144 0.20295281385904423 121.0 0
12-900 49 0.25654450261780104 13871 10.46622979696203 4708.0 0
12-905 0 0.0 1001 0 202.0 0
12-910 6 0.03333333333333333 6149 1.2100954542114832 1427.0 0
